GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,Tm
5,ALL,1,0.8,1,0,0.4,0.2,Kobi Simmons,CHO
11,Home,12.6,3.9,6.2,1.1,0.3,1.1,Kris Dunn,
22,ALL,13.2,4.5,5.6,1.1,0.5,1.6,Kris Dunn,UTA
11,Road,13.7,5.2,5.1,1.2,0.6,2.1,Kris Dunn,
65,ALL,23.2,8.4,2.7,0.9,1.5,2.1,Kristaps Porzingis,WAS
34,Home,24.5,8,2.7,0.8,1.5,1.7,Kristaps Porzingis,
31,Road,21.6,8.8,2.6,1,1.6,2.5,Kristaps Porzingis,
35,Home,9.3,5,4.5,0.9,1,1.3,Kyle Anderson,
34,Road,9.4,5.7,5.2,1.4,0.8,1.7,Kyle Anderson,
69,ALL,9.4,5.3,4.9,1.1,0.9,1.5,Kyle Anderson,MIN
64,ALL,21.2,7.2,3.7,0.6,0.5,3,Kyle Kuzma,WAS
29,Home,22.4,7.8,4.2,0.5,0.2,3.3,Kyle Kuzma,
35,Road,20.2,6.7,3.4,0.6,0.6,2.7,Kyle Kuzma,
55,ALL,11.2,4.1,5.1,1,0.4,1.9,Kyle Lowry,MIA
29,Road,10.9,3.9,4.8,1,0.5,1.9,Kyle Lowry,
26,Home,11.5,4.3,5.4,1,0.2,1.8,Kyle Lowry,
30,Road,28.3,4.9,5.3,1.1,0.7,1.8,Kyrie Irving,
30,Home,25.8,5.3,5.7,1.1,0.8,2.4,Kyrie Irving,
60,ALL,27.1,5.1,5.5,1.1,0.8,2.1,Kyrie Irving,TOT
36,ALL,23.3,6.4,8.4,1.3,0.3,3.6,LaMelo Ball,CHO
17,Home,24.1,6.5,8.8,1.2,0.4,4,LaMelo Ball,
19,Road,22.6,6.4,8.2,1.4,0.3,3.2,LaMelo Ball,
31,Home,5.3,3.5,0.6,0.4,0.2,0.5,Lamar Stevens,
31,Road,5.3,3.2,0.5,0.5,0.5,0.3,Lamar Stevens,
62,ALL,5.3,3.3,0.5,0.4,0.3,0.4,Lamar Stevens,CLE
40,ALL,8.7,1.7,2.3,0.7,0.1,0.9,Landry Shamet,PHO
20,Home,8.2,1.5,2.1,0.6,0.2,0.8,Landry Shamet,
20,Road,9,1.8,2.6,0.7,0.1,1,Landry Shamet,
32,Road,5.5,5.2,1.8,0.9,0.5,0.7,Larry Nance Jr.,
65,ALL,6.8,5.4,1.8,0.9,0.6,0.6,Larry Nance Jr.,NOP
33,Home,8,5.7,1.8,0.8,0.7,0.6,Larry Nance Jr.,
66,ALL,25.6,8.6,1.9,0.6,0.6,1.9,Lauri Markkanen,UTA
33,Road,25.3,8.4,1.8,0.6,0.6,1.8,Lauri Markkanen,
33,Home,26,8.9,1.9,0.6,0.5,2,Lauri Markkanen,
55,ALL,28.9,8.3,6.8,0.9,0.6,3.2,LeBron James,LAL
26,Home,27.7,8,7.2,0.8,0.7,2.7,LeBron James,
29,Road,30,8.6,6.5,1,0.5,3.7,LeBron James,
14,ALL,0.4,0.5,0.5,0.2,0.1,0.5,Leandro Bolmaro,UTA
4,ALL,2.5,0.8,0.5,0.3,0,1.3,Lester Quinones,GSW
2,Home,0.5,0.5,0,0,0,1,Lester Quinones,
2,Road,4.5,1,1,0.5,0,1.5,Lester Quinones,
3,Home,9.7,1.7,3.7,0,0.3,2,Lindell Wigginton,
7,ALL,7.1,1,2,0,0.3,1.7,Lindell Wigginton,MIL
4,Road,5.2,0.5,0.8,0,0.2,1.5,Lindell Wigginton,
21,Road,6.2,2,0.8,0.3,0.2,0.2,Lindy Waters III,
41,ALL,5.2,1.8,0.7,0.3,0.3,0.2,Lindy Waters III,OKC
20,Home,4.2,1.6,0.6,0.4,0.4,0.2,Lindy Waters III,
31,Road,10.5,1.9,1.1,0.5,0.3,0.8,Lonnie Walker IV,
25,Home,13.1,2,1.2,0.6,0.3,0.8,Lonnie Walker IV,
56,ALL,11.7,1.9,1.1,0.5,0.3,0.8,Lonnie Walker IV,LAL
1,ALL,20,4,2,1,0,2,Louis King,PHI
37,Road,11.7,4.8,2.2,0.9,0.4,1.4,Luguentz Dort,
74,ALL,13.7,4.6,2.1,1,0.3,1.2,Luguentz Dort,OKC
37,Home,15.7,4.5,2,1.1,0.3,1.1,Luguentz Dort,
66,ALL,32.4,8.6,8,1.4,0.5,3.6,Luka Doncic,DAL
38,Home,33.9,9.1,7.8,1.2,0.5,3.6,Luka Doncic,
28,Road,30.3,8,8.2,1.5,0.5,3.5,Luka Doncic,
13,Road,8.1,2.5,0.7,0.1,0,0.5,Luka Garza,
15,Home,5.1,2.1,0.6,0.1,0.1,0.5,Luka Garza,
28,ALL,6.5,2.3,0.6,0.1,0.1,0.5,Luka Garza,MIN
3,Home,14.3,5,2.3,1,0,1,Luka Samanic,
4,Road,6.5,3.8,2,0.8,0.5,1.8,Luka Samanic,
7,ALL,9.9,4.3,2.1,0.9,0.3,1.4,Luka Samanic,UTA
26,Home,11.3,2.8,1.5,0.5,0.1,0.7,Luke Kennard,
59,ALL,9.3,2.7,1.5,0.5,0.1,0.8,Luke Kennard,TOT
33,Road,7.6,2.6,1.6,0.6,0.1,0.8,Luke Kennard,
69,ALL,3.8,2.9,0.8,0.2,0.7,0.4,Luke Kornet,BOS
33,Road,4.2,2.9,0.6,0.1,0.6,0.3,Luke Kornet,
36,Home,3.4,2.8,0.9,0.2,0.7,0.4,Luke Kornet,
2,ALL,12.5,5,4.5,0,0,1.5,Mac McClung,PHI
30,Home,4.3,1.6,1.2,0.3,0.1,0.6,Malachi Flynn,
53,ALL,4.6,1.4,1.3,0.4,0.1,0.5,Malachi Flynn,TOR
23,Road,5,1.2,1.4,0.5,0.1,0.3,Malachi Flynn,
34,Road,10.9,2.9,1.9,0.5,0.1,1.4,Malaki Branham,
32,Home,9.5,2.5,1.9,0.5,0.1,0.9,Malaki Branham,
66,ALL,10.2,2.7,1.9,0.5,0.1,1.2,Malaki Branham,SAS
67,ALL,14.9,4.2,3.7,0.7,0.3,1.5,Malcolm Brogdon,BOS
32,Home,14.3,4.2,3.6,0.7,0.3,1.8,Malcolm Brogdon,
35,Road,15.5,4.2,3.8,0.6,0.2,1.2,Malcolm Brogdon,
5,ALL,1,0.6,0,0,0,0,Malcolm Hill,CHI
81,ALL,12.7,3.5,1.5,0.8,0.1,1.1,Malik Beasley,TOT
43,Home,13.6,3.7,1.5,0.8,0.1,1.2,Malik Beasley,
38,Road,11.6,3.2,1.5,0.8,0.1,1,Malik Beasley,
40,Road,15,2.9,3.8,0.8,0.2,2.1,Malik Monk,
37,Home,11.9,2.4,4,0.5,0.4,1.7,Malik Monk,
77,ALL,13.5,2.6,3.9,0.6,0.3,1.9,Malik Monk,SAC
22,ALL,2.6,1.4,0.4,0.2,0.4,0.5,Mamadi Diakite,CLE
25,Home,4.2,2.1,0.5,0.4,0.2,0.9,MarJon Beauchamp,
52,ALL,5.1,2.2,0.7,0.4,0.1,0.9,MarJon Beauchamp,MIL
27,Road,6,2.3,0.8,0.4,0.1,0.8,MarJon Beauchamp,
65,ALL,11.2,4,1.8,0.6,0.3,0.9,Marcus Morris Sr.,LAC
29,Road,11.7,4,1.9,0.7,0.4,0.5,Marcus Morris Sr.,
36,Home,10.8,4,1.6,0.6,0.3,1.1,Marcus Morris Sr.,
61,ALL,11.5,3.1,6.3,1.5,0.4,2.3,Marcus Smart,BOS
28,Home,11.6,3.1,6.5,1.7,0.3,2.2,Marcus Smart,
33,Road,11.4,3.2,6.1,1.4,0.5,2.5,Marcus Smart,
23,Road,8,5.6,0.4,0.6,1,0.6,Mark Williams,
20,Home,10.2,8.8,0.4,0.7,1,1.3,Mark Williams,
43,ALL,9,7.1,0.4,0.7,1,0.9,Mark Williams,CHO
31,Road,14.8,4.1,5.7,1.5,0.4,2.2,Markelle Fultz,
60,ALL,14,3.9,5.7,1.5,0.4,2.3,Markelle Fultz,ORL
29,Home,13,3.7,5.6,1.4,0.5,2.4,Markelle Fultz,
20,Home,4.2,1.8,0.6,0.2,0.2,0.4,Markieff Morris,
15,Road,3.2,2.3,1.2,0.4,0.1,0.6,Markieff Morris,
35,ALL,3.8,2,0.9,0.3,0.1,0.5,Markieff Morris,TOT
7,ALL,0.9,0.3,0,0,0,0,Marko Simonovic,CHI
42,ALL,12,6.4,0.9,0.5,0.7,1.1,Marvin Bagley III,DET
24,Road,11.8,6.1,0.7,0.5,0.8,1,Marvin Bagley III,
18,Home,12.2,6.8,1.1,0.4,0.6,1.2,Marvin Bagley III,
41,Road,11.5,8.5,3.4,0.6,0.7,1.5,Mason Plumlee,
38,Home,10.2,9.3,2.8,0.6,0.5,1.5,Mason Plumlee,
79,ALL,10.8,8.9,3.1,0.6,0.6,1.5,Mason Plumlee,TOT
71,ALL,4.1,2,0.7,1.2,0.5,0.3,Matisse Thybulle,TOT
31,Road,3.3,2.1,0.7,1.2,0.4,0.4,Matisse Thybulle,
40,Home,4.8,1.8,0.8,1.1,0.5,0.3,Matisse Thybulle,
34,ALL,3.6,0.8,0.5,0.1,0,0.2,Matt Ryan,TOT
17,Home,3.9,0.7,0.5,0.2,0.1,0.2,Matt Ryan,
17,Road,3.2,0.8,0.5,0.1,0,0.2,Matt Ryan,
32,ALL,1.5,0.4,1.3,0.2,0,0.3,Matthew Dellavedova,SAC
20,Home,3.4,2,0.5,0.2,0.2,0.3,Max Christie,
21,Road,2.9,1.7,0.5,0.2,0.1,0.3,Max Christie,
41,ALL,3.1,1.8,0.5,0.2,0.2,0.3,Max Christie,LAL
80,ALL,11.5,3.2,2.1,0.5,0.2,0.9,Max Strus,MIA
39,Home,11.5,3.3,2.1,0.5,0.2,0.7,Max Strus,
41,Road,11.6,3.2,2.1,0.6,0.1,1,Max Strus,
37,ALL,5.9,3.6,1.4,0.3,0.8,0.7,Maxi Kleber,DAL
19,Home,4.7,3.5,1.1,0.4,0.8,0.6,Maxi Kleber,
18,Road,7.3,3.8,1.7,0.3,0.8,0.9,Maxi Kleber,
27,ALL,4.2,1.7,2.1,0.3,0.2,0.7,McKinley Wright IV,DAL
9,ALL,4.8,3.8,0.1,0.2,0,0.7,Meyers Leonard,MIL
4,ALL,1.5,2.5,0,0.5,0,0.3,Mfiondu Kabengele,BOS
4,Home,4.2,3.2,0.5,0.2,0,0.2,Micah Potter,
3,Road,2.3,1,0.7,0,0,0.3,Micah Potter,
7,ALL,3.4,2.3,0.6,0.1,0,0.3,Micah Potter,UTA
4,ALL,4.3,1.3,1.8,0.3,0.3,1,Michael Carter-Williams,ORL
1,ALL,0,0,0,0,0,0,Michael Foster Jr.,PHI
62,ALL,17.4,5.5,1,0.6,0.5,1.1,Michael Porter Jr.,DEN
31,Road,17.6,5.1,1.3,0.6,0.5,1.3,Michael Porter Jr.,
31,Home,17.3,5.9,0.8,0.6,0.4,0.9,Michael Porter Jr.,
42,Home,20.3,4.3,3.1,1.1,0.5,1.6,Mikal Bridges,
41,Road,20,4.5,3.4,1,1,1.5,Mikal Bridges,
83,ALL,20.1,4.4,3.3,1.1,0.7,1.5,Mikal Bridges,TOT
67,ALL,11.9,2.7,6.7,1.1,0.2,1.5,Mike Conley,TOT
30,Home,12.2,2.5,6.8,1,0.2,1.6,Mike Conley,
37,Road,11.7,2.9,6.6,1.1,0.2,1.5,Mike Conley,
29,Road,5.5,3,0.8,0.3,0.3,0.3,Mike Muscala,
63,ALL,6.1,3.2,0.8,0.2,0.4,0.4,Mike Muscala,TOT
34,Home,6.6,3.4,0.8,0.1,0.5,0.4,Mike Muscala,
30,Home,3,0.8,1.1,0.4,0.1,0.4,Miles McBride,
64,ALL,3.5,0.8,1.1,0.6,0.1,0.4,Miles McBride,NYK
34,Road,3.9,0.8,1.1,0.7,0.1,0.4,Miles McBride,
28,Road,6.4,9.6,0.7,1,1.8,0.6,Mitchell Robinson,
31,Home,8.2,9.2,1.1,0.9,1.9,0.8,Mitchell Robinson,
59,ALL,7.4,9.4,0.9,0.9,1.8,0.7,Mitchell Robinson,NYK
23,Road,6.2,4.2,0.8,0.4,0.7,0.7,Mo Bamba,
26,Home,6.9,5,1,0.1,1,0.5,Mo Bamba,
49,ALL,6.6,4.6,0.9,0.3,0.9,0.6,Mo Bamba,TOT
62,ALL,10.3,3.4,5.3,0.7,0.2,1,Monte Morris,WAS
32,Road,10.5,3.4,4.8,0.6,0.2,0.9,Monte Morris,
30,Home,10,3.4,5.7,0.8,0.2,1,Monte Morris,
57,ALL,5.6,2.8,0.6,0.3,0.4,0.6,Montrezl Harrell,PHI
29,Home,11.6,4.7,1.8,0.7,0.2,1.3,Moritz Wagner,
28,Road,9.4,4.4,1.1,0.6,0.2,1.1,Moritz Wagner,
57,ALL,10.5,4.5,1.5,0.6,0.2,1.2,Moritz Wagner,ORL
36,ALL,4.3,3.9,0.1,0.1,0.4,0.4,Moses Brown,TOT
16,Road,5.9,5.1,0,0.2,0.6,0.3,Moses Brown,
20,Home,3,2.9,0.2,0,0.2,0.5,Moses Brown,
63,ALL,4.8,1.7,0.8,0.3,0.1,0.5,Moses Moody,GSW
32,Home,3.6,1.5,0.6,0.2,0.1,0.5,Moses Moody,
31,Road,6,1.8,1,0.4,0.2,0.6,Moses Moody,
1,ALL,,0.2,0.3,0.4,0.4,0.7,Moussa Diabate,22
10,Road,3.3,2.9,0.2,0.4,0.5,0.3,Moussa Diabate,
12,Home,2.2,1.8,0.2,0.2,0.2,0.5,Moussa Diabate,
30,Home,19.9,7.7,1.3,0.7,2.3,1.4,Myles Turner,
62,ALL,18,7.5,1.4,0.6,2.3,1.7,Myles Turner,IND
32,Road,16.1,7.3,1.6,0.5,2.2,1.9,Myles Turner,
77,ALL,9.1,3.6,2.5,0.7,0.2,1.3,Naji Marshall,NOP
39,Road,9.7,3.4,2.3,0.7,0.2,1.1,Naji Marshall,
38,Home,8.4,3.8,2.6,0.7,0.2,1.4,Naji Marshall,
30,Home,7.1,2.6,0.9,0.3,0.4,0.8,Nassir Little,
24,Road,6,2.6,1,0.4,0.3,0.5,Nassir Little,
54,ALL,6.6,2.6,0.9,0.4,0.4,0.7,Nassir Little,POR
1,Home,17,4,3,0,0,1,Nate Williams,
4,Road,9,2.8,1.8,0.8,0.5,0.8,Nate Williams,
21,Road,2.5,1.2,0.3,0.1,0.2,0.5,Nathan Knight,
38,ALL,3.7,1.5,0.3,0.3,0.2,0.6,Nathan Knight,MIN
17,Home,5.1,1.8,0.4,0.5,0.1,0.6,Nathan Knight,
68,ALL,11.5,4.9,1.1,0.6,0.8,1.4,Naz Reid,MIN
33,Home,10.1,5.1,1.1,0.6,0.9,1.4,Naz Reid,
35,Road,12.8,4.7,1.2,0.6,0.7,1.3,Naz Reid,
3,Home,4,2.7,0,0,0.3,0.3,Neemias Queta,
2,Road,0,1.5,0.5,0,0.5,0,Neemias Queta,
5,ALL,2.4,2.2,0.2,0,0.4,0.2,Neemias Queta,SAC
17,ALL,2.1,2.7,0.6,0.9,0.6,0.8,Nerlens Noel,TOT
37,Home,12.7,9.9,2.1,0.9,2.2,1.4,Nic Claxton,
39,Road,12.6,8.6,1.7,0.8,2.7,1.2,Nic Claxton,
76,ALL,12.6,9.2,1.9,0.9,2.5,1.3,Nic Claxton,BRK
32,Road,8.9,6.2,0.5,0.2,0.9,0.9,Nick Richards,
65,ALL,8.2,6.4,0.6,0.2,1.1,0.9,Nick Richards,CHO
33,Home,7.5,6.6,0.7,0.1,1.2,0.9,Nick Richards,
31,Road,6.6,1.5,1.9,0.5,0.4,0.9,Nickeil Alexander-Walker,
28,Home,5.7,2,1.8,0.5,0.4,1,Nickeil Alexander-Walker,
59,ALL,6.2,1.7,1.8,0.5,0.4,0.9,Nickeil Alexander-Walker,TOT
38,Road,6.6,3.9,1.6,0.6,0.7,0.6,Nicolas Batum,
78,ALL,6.1,3.8,1.6,0.7,0.6,0.6,Nicolas Batum,LAC
40,Home,5.7,3.8,1.6,0.8,0.4,0.7,Nicolas Batum,
69,ALL,24.5,11.8,9.8,1.3,0.7,3.6,Nikola Jokic,DEN
35,Home,24.8,13.1,11.1,1.3,0.7,3.4,Nikola Jokic,
34,Road,24.2,10.6,8.5,1.2,0.6,3.8,Nikola Jokic,
15,ALL,5.5,2.1,0.7,0.5,0.1,0.7,Nikola Jovic,MIA
8,Road,6.4,2.6,1.2,0.8,0,0.8,Nikola Jovic,
7,Home,4.4,1.4,0,0.1,0.3,0.6,Nikola Jovic,
82,ALL,17.6,11,3.2,0.7,0.7,1.7,Nikola Vucevic,CHI
41,Home,17,11.3,3.4,0.8,0.9,1.6,Nikola Vucevic,
41,Road,18.3,10.7,3,0.7,0.5,1.8,Nikola Vucevic,
23,ALL,1.1,2.1,0.3,0.1,0.3,0.5,Noah Vonleh,BOS
60,ALL,17,2.9,1.8,0.8,0.3,1.7,Norman Powell,LAC
27,Home,17.6,2.4,1.8,1,0.4,1.3,Norman Powell,
33,Road,16.5,3.3,1.8,0.7,0.2,2,Norman Powell,
35,Road,15.3,4.6,1.8,1.8,0.8,1.9,OG Anunoby,
67,ALL,16.8,5,2,1.9,0.7,2,OG Anunoby,TOR
32,Home,18.4,5.3,2.2,2,0.7,2.1,OG Anunoby,
33,Road,7.3,2.8,1.1,0.3,0.1,0.6,Obi Toppin,
34,Home,7.5,2.7,0.9,0.4,0.3,0.5,Obi Toppin,
67,ALL,7.4,2.8,1,0.3,0.2,0.6,Obi Toppin,NYK
26,Road,9.2,1.8,1.3,0.3,0.3,0.7,Ochai Agbaji,
33,Home,6.9,2.2,1,0.3,0.2,0.7,Ochai Agbaji,
59,ALL,7.9,2.1,1.1,0.3,0.3,0.7,Ochai Agbaji,UTA
3,Home,8,6,0.3,0.3,0,0.3,Olivier Sarr,
6,Road,2,2.2,0.5,0,0.8,0.5,Olivier Sarr,
9,ALL,4,3.4,0.4,0.1,0.6,0.4,Olivier Sarr,OKC
5,Road,3.2,2.2,0.4,0.2,0,0.6,Omer Yurtseven,
4,Home,6,3,0,0.2,0.5,0.2,Omer Yurtseven,
9,ALL,4.4,2.6,0.2,0.2,0.2,0.4,Omer Yurtseven,MIA
41,Home,9.9,7.1,1,0.7,1.3,0.9,Onyeka Okongwu,
80,ALL,9.9,7.2,1,0.7,1.3,1,Onyeka Okongwu,ATL
39,Road,9.9,7.3,1,0.7,1.3,1.2,Onyeka Okongwu,
15,Home,3.3,4.6,0.9,0.2,0.4,0.5,Orlando Robinson,
31,ALL,3.7,4.1,0.8,0.4,0.4,0.5,Orlando Robinson,MIA
16,Road,4.2,3.6,0.8,0.6,0.4,0.6,Orlando Robinson,
33,Road,5.7,3.4,0.8,0.5,0.3,0.5,Oshae Brissett,
32,Home,6.6,3.3,0.6,0.5,0.1,0.5,Oshae Brissett,
65,ALL,6.1,3.4,0.7,0.5,0.2,0.5,Oshae Brissett,IND
6,Road,4.7,1.7,0.8,1.2,0,0.3,Otto Porter Jr.,
2,Home,8,4.5,1.5,2,0,1,Otto Porter Jr.,
8,ALL,5.5,2.4,1,1.4,0,0.5,Otto Porter Jr.,TOR
19,Home,5.5,3.1,1.4,0.3,0.2,0.8,Ousmane Dieng,
39,ALL,4.9,2.7,1.2,0.4,0.2,0.7,Ousmane Dieng,OKC
20,Road,4.4,2.4,1,0.4,0.2,0.6,Ousmane Dieng,
75,ALL,3.5,3.9,0.8,0.5,0.2,0.6,P.J. Tucker,PHI
40,Home,3.3,4.5,0.9,0.6,0.2,0.6,P.J. Tucker,
35,Road,3.8,3.3,0.7,0.4,0.2,0.6,P.J. Tucker,
73,ALL,15.7,4.9,2.4,0.9,1.1,1.5,P.J. Washington,CHO
33,Home,16.9,4.8,2.6,0.8,1.2,1.4,P.J. Washington,
40,Road,14.7,5,2.2,1,1,1.6,P.J. Washington,
16,ALL,1.4,0.9,0.6,0.4,0.1,0.3,PJ Dozier,SAC
72,ALL,20,6.9,3.7,0.8,0.5,2.8,Paolo Banchero,ORL
36,Home,19.5,7.3,3.9,0.7,0.4,2.7,Paolo Banchero,
36,Road,20.4,6.5,3.6,1,0.7,2.9,Paolo Banchero,
35,Home,25.1,7.9,5.9,0.7,0.4,2.4,Pascal Siakam,
36,Road,23.4,7.7,5.8,1.1,0.6,2.4,Pascal Siakam,
71,ALL,24.2,7.8,5.8,0.9,0.5,2.4,Pascal Siakam,TOR
28,Home,7.1,4.4,1.2,0.7,0.2,0.5,Pat Connaughton,
61,ALL,7.6,4.6,1.3,0.6,0.2,0.5,Pat Connaughton,MIL
33,Road,8.1,4.8,1.3,0.5,0.2,0.5,Pat Connaughton,
31,ALL,3.9,1.3,0.4,0.2,0.1,0.4,Patrick Baldwin Jr.,GSW
18,Road,3.8,0.9,0.3,0.2,0.1,0.3,Patrick Baldwin Jr.,
13,Home,4.2,1.8,0.5,0.2,0.2,0.5,Patrick Baldwin Jr.,
67,ALL,6.2,3.7,2.9,0.9,0.6,0.9,Patrick Beverley,TOT
33,Home,5.5,3.4,2.5,0.7,0.5,1,Patrick Beverley,
34,Road,6.8,4,3.2,1.2,0.7,0.8,Patrick Beverley,
82,ALL,10.2,4,1.2,0.9,0.9,1.2,Patrick Williams,CHI
41,Road,9.7,4.1,1.2,0.9,0.9,1.3,Patrick Williams,
41,Home,10.6,3.9,1.3,0.9,0.8,1.1,Patrick Williams,
20,Home,6.9,1,1.2,0.4,0,0.8,Patty Mills,
40,ALL,6.2,1.1,1.4,0.4,0.1,0.8,Patty Mills,BRK
20,Road,5.4,1.2,1.6,0.3,0.1,0.6,Patty Mills,
26,Home,24,6.1,4.9,1.5,0.5,3,Paul George,
30,Road,23.6,6.1,5.3,1.5,0.3,3.2,Paul George,
56,ALL,23.8,6.1,5.1,1.5,0.4,3.1,Paul George,LAC
35,Home,2.8,3,0.3,0.7,0.6,0.6,Paul Reed,
